# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Quranic Arabic Corpus (morphology, version 0.4)
#  Copyright (C) 2011 Kais Dukes
#  License: GNU General Public License
#
#  The Quranic Arabic Corpus includes syntactic and morphological
#  annotation of the Quran, and builds on the verified Arabic text
#  distributed by the Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this file, but CHANGING IT IS NOT ALLOWED.
#
#  - This annotation can be used in any website or application,
#    provided its source (the Quranic Arabic Corpus) is clearly
#    indicated, and a link is made to http://corpus.quran.com to enable
#    users to keep track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all works
#    derived from or containing substantial portion of this file.
#
#  Please check updates at: http://corpus.quran.com/download

# PLEASE DO NOT REMOVE OR CHANGE THIS COPYRIGHT BLOCK
#====================================================================
#
#  Tanzil Quran Text (Uthmani, version 1.0.2)
#  Copyright (C) 2008-2009 Tanzil.info
#  License: Creative Commons BY-ND 3.0 Unported
#
#  This copy of quran text is carefully produced, highly
#  verified and continuously monitored by a group of specialists
#  at Tanzil project.
#
#  TERMS OF USE:
#
#  - Permission is granted to copy and distribute verbatim copies
#    of this text, but CHANGING IT IS NOT ALLOWED.
#
#  - This quran text can be used in any website or application,
#    provided its source (Tanzil.info) is clearly indicated, and
#    a link is made to http://tanzil.info to enable users to keep
#    track of changes.
#
#  - This copyright notice shall be included in all verbatim copies
#    of the text, and shall be reproduced appropriately in all files
#    derived from or containing substantial portion of this text.
#
#  Please check updates at: http://tanzil.info/updates/
#
#====================================================================

LOCATION	FORM	TAG	FEATURES
(24:58:36:2)	hun~a	PRON	SUFFIX|PRON:3FP
(24:58:37:1)	Taw~a`fuwna	N	STEM|POS:N|LEM:Taw~a`fuwn|ROOT:Twf|MP|NOM
(24:58:38:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:58:38:2)	kum	PRON	SUFFIX|PRON:2MP
(24:58:39:1)	baEoDu	N	STEM|POS:N|LEM:baEoD|ROOT:bED|M|NOM
(24:58:39:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:58:40:1)	EalaY`	P	STEM|POS:P|LEM:EalaY`
(24:58:41:1)	baEoDK	N	STEM|POS:N|LEM:baEoD|ROOT:bED|M|INDEF|GEN
(24:58:42:1)	ka	P	PREFIX|ka+
(24:58:42:2)	*a`lika	DEM	STEM|POS:DEM|LEM:*a`lik|MS
(24:58:43:1)	yubay~inu	V	STEM|POS:V|IMPF|(II)|LEM:bay~anu|ROOT:byn|3MS
(24:58:44:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:58:45:1)	la	P	PREFIX|l:P+
(24:58:45:2)	kumu	PRON	STEM|POS:PRON|2MP
(24:58:46:1)	{lo	DET	PREFIX|Al+
(24:58:46:2)	'aAya`ti	N	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN
(24:58:47:1)	wa	CONJ	PREFIX|w:CONJ+
(24:58:47:2)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:58:48:1)	EaliymN	ADJ	STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM
(24:58:49:1)	HakiymN	ADJ	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|INDEF|NOM
(24:59:1:1)	wa	CONJ	PREFIX|w:CONJ+
(24:59:1:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(24:59:2:1)	balaga	V	STEM|POS:V|PERF|LEM:balaga|ROOT:blg|3MS
(24:59:3:1)	{lo	DET	PREFIX|Al+
(24:59:3:2)	>aTofa`lu	N	STEM|POS:N|LEM:Tifol|ROOT:Tfl|MP|NOM
(24:59:4:1)	min	P	STEM|POS:P|LEM:min
(24:59:4:2)	kumu	PRON	SUFFIX|PRON:2MP
(24:59:5:1)	{lo	DET	PREFIX|Al+
(24:59:5:2)	Huluma	N	STEM|POS:N|LEM:Hulum|ROOT:Hlm|M|ACC
(24:59:6:1)	fa	REM	PREFIX|f:REM+
(24:59:6:2)	lo	IMPV	PREFIX|l:IMPV+
(24:59:6:3)	yasota_#o*inu	V	STEM|POS:V|IMPF|(X)|LEM:{sota_#o*ana|ROOT:A*n|3MP|MOOD:JUS
(24:59:6:4)	wA@	PRON	SUFFIX|PRON:3MP
(24:59:7:1)	ka	P	PREFIX|ka+
(24:59:7:2)	maA	SUB	STEM|POS:SUB|LEM:maA
(24:59:8:1)	{sota_#o*ana	V	STEM|POS:V|PERF|(X)|LEM:{sota_#o*ana|ROOT:A*n|3MS
(24:59:9:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:59:10:1)	min	P	STEM|POS:P|LEM:min
(24:59:11:1)	qaboli	N	STEM|POS:N|LEM:qabol|ROOT:qbl|GEN
(24:59:11:2)	himo	PRON	SUFFIX|PRON:3MP
(24:59:12:1)	ka	P	PREFIX|ka+
(24:59:12:2)	*a`lika	DEM	STEM|POS:DEM|LEM:*a`lik|MS
(24:59:13:1)	yubay~inu	V	STEM|POS:V|IMPF|(II)|LEM:bay~anu|ROOT:byn|3MS
(24:59:14:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:59:15:1)	la	P	PREFIX|l:P+
(24:59:15:2)	kumo	PRON	STEM|POS:PRON|2MP
(24:59:16:1)	'aAya`ti	N	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN
(24:59:16:2)	hi.	PRON	SUFFIX|PRON:3MS
(24:59:17:1)	wa	CONJ	PREFIX|w:CONJ+
(24:59:17:2)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:59:18:1)	EaliymN	ADJ	STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM
(24:59:19:1)	HakiymN	ADJ	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|INDEF|NOM
(24:60:1:1)	wa	CONJ	PREFIX|w:CONJ+
(24:60:1:2)	{lo	DET	PREFIX|Al+
(24:60:1:3)	qawa`Eidu	N	STEM|POS:N|LEM:qawaAEid|ROOT:qEd|MP|NOM
(24:60:2:1)	mina	P	STEM|POS:P|LEM:min
(24:60:3:1)	{l	DET	PREFIX|Al+
(24:60:3:2)	n~isaA^'i	N	STEM|POS:N|LEM:nisaA^'|ROOT:nsw|FP|GEN
(24:60:4:1)	{l~a`tiY	REL	STEM|POS:REL|LEM:{l~a*iY|FP
(24:60:5:1)	laA	NEG	STEM|POS:NEG|LEM:laA
(24:60:6:1)	yaroju	V	STEM|POS:V|IMPF|LEM:yarojuwA@|ROOT:rjw|3MP
(24:60:6:2)	wna	PRON	SUFFIX|PRON:3MP
(24:60:7:1)	nikaAHFA	N	STEM|POS:N|LEM:nikaAH|ROOT:nkH|M|INDEF|ACC
(24:60:8:1)	fa	REM	PREFIX|f:REM+
(24:60:8:2)	layosa	V	STEM|POS:V|PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|3MS
(24:60:9:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:60:9:2)	hin~a	PRON	SUFFIX|PRON:3FP
(24:60:10:1)	junaAHN	N	STEM|POS:N|LEM:junaAH|ROOT:jnH|M|INDEF|NOM
(24:60:11:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(24:60:12:1)	yaDaEo	V	STEM|POS:V|IMPF|LEM:waDaEa|ROOT:wDE|3FP
(24:60:12:2)	na	PRON	SUFFIX|PRON:3FP
(24:60:13:1)	viyaAba	N	STEM|POS:N|LEM:viyaAb|ROOT:vwb|MP|ACC
(24:60:13:2)	hun~a	PRON	SUFFIX|PRON:3FP
(24:60:14:1)	gayora	N	STEM|POS:N|LEM:gayor|ROOT:gyr|M|ACC
(24:60:15:1)	mutabar~ija`tK]	N	STEM|POS:N|ACT|PCPL|(V)|LEM:mutabar~ija`t|ROOT:brj|FP|INDEF|GEN
(24:60:16:1)	bi	P	PREFIX|bi+
(24:60:16:2)	ziynapK	N	STEM|POS:N|LEM:ziynap|ROOT:zyn|F|INDEF|GEN
(24:60:17:1)	wa	CONJ	PREFIX|w:CONJ+
(24:60:17:2)	>an	SUB	STEM|POS:SUB|LEM:>an
(24:60:18:1)	yasotaEofifo	V	STEM|POS:V|IMPF|(X)|LEM:yasotaEofifo|ROOT:Eff|3FP|MOOD:SUBJ
(24:60:18:2)	na	PRON	SUFFIX|PRON:3FP
(24:60:19:1)	xayorN	N	STEM|POS:N|LEM:xayor|ROOT:xyr|MS|INDEF|NOM
(24:60:20:1)	l~a	P	PREFIX|l:P+
(24:60:20:2)	hun~a	PRON	STEM|POS:PRON|3FP
(24:60:21:1)	wa	CONJ	PREFIX|w:CONJ+
(24:60:21:2)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:60:22:1)	samiyEN	ADJ	STEM|POS:ADJ|LEM:samiyE|ROOT:smE|MS|INDEF|NOM
(24:60:23:1)	EaliymN	ADJ	STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|INDEF|NOM
(24:61:1:1)	l~ayosa	V	STEM|POS:V|PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|3MS
(24:61:2:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(24:61:3:1)	{lo	DET	PREFIX|Al+
(24:61:3:2)	>aEomaY`	N	STEM|POS:N|LEM:>aEomaY`|ROOT:Emy|M|GEN
(24:61:4:1)	HarajN	N	STEM|POS:N|LEM:Haraj|ROOT:Hrj|M|INDEF|NOM
(24:61:5:1)	wa	CONJ	PREFIX|w:CONJ+
(24:61:5:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(24:61:6:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(24:61:7:1)	{lo	DET	PREFIX|Al+
(24:61:7:2)	>aEoraji	N	STEM|POS:N|LEM:>aEoraj|ROOT:Erj|M|GEN
(24:61:8:1)	HarajN	N	STEM|POS:N|LEM:Haraj|ROOT:Hrj|M|INDEF|NOM
(24:61:9:1)	wa	CONJ	PREFIX|w:CONJ+
(24:61:9:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(24:61:10:1)	EalaY	P	STEM|POS:P|LEM:EalaY`
(24:61:11:1)	{lo	DET	PREFIX|Al+
(24:61:11:2)	mariyDi	N	STEM|POS:N|LEM:m~ariyD|ROOT:mrD|MS|GEN
(24:61:12:1)	HarajN	N	STEM|POS:N|LEM:Haraj|ROOT:Hrj|M|INDEF|NOM
(24:61:13:1)	wa	CONJ	PREFIX|w:CONJ+
(24:61:13:2)	laA	NEG	STEM|POS:NEG|LEM:laA
(24:61:14:1)	EalaY`^	P	STEM|POS:P|LEM:EalaY`
(24:61:15:1)	>anfusi	N	STEM|POS:N|LEM:nafos|ROOT:nfs|FP|GEN
(24:61:15:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:16:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(24:61:17:1)	ta>okulu	V	STEM|POS:V|IMPF|LEM:>akala|ROOT:Akl|2MP|MOOD:SUBJ
(24:61:17:2)	wA@	PRON	SUFFIX|PRON:2MP
(24:61:18:1)	min[	P	STEM|POS:P|LEM:min
(24:61:19:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:19:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:20:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:21:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:22:1)	'aAbaA^}i	N	STEM|POS:N|LEM:A^baA'|ROOT:Abw|MP|GEN
(24:61:22:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:23:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:24:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:25:1)	>um~aha`ti	N	STEM|POS:N|LEM:>um~|ROOT:Amm|FP|GEN
(24:61:25:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:26:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:27:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:28:1)	<ixowa`ni	N	STEM|POS:N|LEM:>ax|ROOT:Axw|MP|GEN
(24:61:28:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:29:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:30:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:31:1)	>axawa`ti	N	STEM|POS:N|LEM:>uxot|ROOT:Axw|FP|GEN
(24:61:31:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:32:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:33:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:34:1)	>aEoma`mi	N	STEM|POS:N|LEM:Eam~|ROOT:Emm|MP|GEN
(24:61:34:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:35:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:36:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:37:1)	Eam~a`ti	N	STEM|POS:N|LEM:Eam~a`t|ROOT:Emm|FP|GEN
(24:61:37:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:38:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:39:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:40:1)	>axowa`li	N	STEM|POS:N|LEM:xaAl|ROOT:xwl|MP|GEN
(24:61:40:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:41:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:42:1)	buyuwti	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|GEN
(24:61:43:1)	xa`la`ti	N	STEM|POS:N|LEM:xa`la`t|ROOT:xwl|FP|GEN
(24:61:43:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:44:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:45:1)	maA	REL	STEM|POS:REL|LEM:maA
(24:61:46:1)	malako	V	STEM|POS:V|PERF|LEM:malakato|ROOT:mlk|2MP
(24:61:46:2)	tum	PRON	SUFFIX|PRON:2MP
(24:61:47:1)	m~afaAtiHa	N	STEM|POS:N|LEM:mafaAtiH|ROOT:ftH|MP|ACC
(24:61:47:2)	hu,^	PRON	SUFFIX|PRON:3MS
(24:61:48:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:49:1)	Sadiyqi	N	STEM|POS:N|LEM:Sadiyq|ROOT:Sdq|M|GEN
(24:61:49:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:50:1)	layosa	V	STEM|POS:V|PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|3MS
(24:61:51:1)	Ealayo	P	STEM|POS:P|LEM:EalaY`
(24:61:51:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:52:1)	junaAHN	N	STEM|POS:N|LEM:junaAH|ROOT:jnH|M|INDEF|NOM
(24:61:53:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(24:61:54:1)	ta>okulu	V	STEM|POS:V|IMPF|LEM:>akala|ROOT:Akl|2MP|MOOD:SUBJ
(24:61:54:2)	wA@	PRON	SUFFIX|PRON:2MP
(24:61:55:1)	jamiyEFA	N	STEM|POS:N|LEM:jamiyE|ROOT:jmE|M|INDEF|ACC
(24:61:56:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:61:57:1)	>a$otaAtFA	N	STEM|POS:N|LEM:>a$otaAt|ROOT:$tt|MP|INDEF|ACC
(24:61:58:1)	fa	REM	PREFIX|f:REM+
(24:61:58:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(24:61:59:1)	daxalo	V	STEM|POS:V|PERF|LEM:daxala|ROOT:dxl|2MP
(24:61:59:2)	tum	PRON	SUFFIX|PRON:2MP
(24:61:60:1)	buyuwtFA	N	STEM|POS:N|LEM:bayot|ROOT:byt|MP|INDEF|ACC
(24:61:61:1)	fa	REM	PREFIX|f:REM+
(24:61:61:2)	sal~imu	V	STEM|POS:V|IMPV|(II)|LEM:sal~ama|ROOT:slm|2MP
(24:61:61:3)	wA@	PRON	SUFFIX|PRON:2MP
(24:61:62:1)	EalaY`^	P	STEM|POS:P|LEM:EalaY`
(24:61:63:1)	>anfusi	N	STEM|POS:N|LEM:nafos|ROOT:nfs|FP|GEN
(24:61:63:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:64:1)	taHiy~apF	N	STEM|POS:N|VN|(II)|LEM:taHiy~ap|ROOT:Hyy|F|INDEF|ACC
(24:61:65:1)	m~ino	P	STEM|POS:P|LEM:min
(24:61:66:1)	Eindi	N	STEM|POS:N|LEM:Eind|ROOT:End|GEN
(24:61:67:1)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(24:61:68:1)	muba`rakapF	N	STEM|POS:N|LEM:m~uba`rakap|ROOT:brk|F|INDEF|ACC
(24:61:69:1)	Tay~ibapF	ADJ	STEM|POS:ADJ|LEM:Tay~ibap|ROOT:Tyb|FS|INDEF|ACC
(24:61:70:1)	ka	P	PREFIX|ka+
(24:61:70:2)	*a`lika	DEM	STEM|POS:DEM|LEM:*a`lik|MS
(24:61:71:1)	yubay~inu	V	STEM|POS:V|IMPF|(II)|LEM:bay~anu|ROOT:byn|3MS
(24:61:72:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:61:73:1)	la	P	PREFIX|l:P+
(24:61:73:2)	kumu	PRON	STEM|POS:PRON|2MP
(24:61:74:1)	{lo	DET	PREFIX|Al+
(24:61:74:2)	'aAya`ti	N	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|GEN
(24:61:75:1)	laEal~a	ACC	STEM|POS:ACC|LEM:laEal~|SP:<in~
(24:61:75:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:61:76:1)	taEoqilu	V	STEM|POS:V|IMPF|LEM:Eaqalu|ROOT:Eql|2MP
(24:61:76:2)	wna	PRON	SUFFIX|PRON:2MP
(24:62:1:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(24:62:1:2)	maA	PREV	STEM|POS:PREV|LEM:maA
(24:62:2:1)	{lo	DET	PREFIX|Al+
(24:62:2:2)	mu&ominuwna	N	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|NOM
(24:62:3:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:62:4:1)	'aAmanu	V	STEM|POS:V|PERF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(24:62:4:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:62:5:1)	bi	P	PREFIX|bi+
(24:62:5:2)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(24:62:6:1)	wa	CONJ	PREFIX|w:CONJ+
(24:62:6:2)	rasuwli	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|GEN
(24:62:6:3)	hi.	PRON	SUFFIX|PRON:3MS
(24:62:7:1)	wa	CONJ	PREFIX|w:CONJ+
(24:62:7:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(24:62:8:1)	kaAnu	V	STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP
(24:62:8:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:62:9:1)	maEa	LOC	STEM|POS:LOC|LEM:maE|ACC
(24:62:9:2)	hu,	PRON	SUFFIX|PRON:3MS
(24:62:10:1)	EalaY`^	P	STEM|POS:P|LEM:EalaY`
(24:62:11:1)	>amorK	N	STEM|POS:N|LEM:>amor|ROOT:Amr|M|INDEF|GEN
(24:62:12:1)	jaAmiEK	N	STEM|POS:N|ACT|PCPL|LEM:jaAmiE|ROOT:jmE|M|INDEF|GEN
(24:62:13:1)	l~amo	NEG	STEM|POS:NEG|LEM:lam
(24:62:14:1)	ya*ohabu	V	STEM|POS:V|IMPF|LEM:*ahaba|ROOT:*hb|3MP|MOOD:JUS
(24:62:14:2)	wA@	PRON	SUFFIX|PRON:3MP
(24:62:15:1)	Hat~aY`	P	STEM|POS:P|LEM:Hat~aY`
(24:62:16:1)	yasota_#o*inu	V	STEM|POS:V|IMPF|(X)|LEM:{sota_#o*ana|ROOT:A*n|3MP|MOOD:SUBJ
(24:62:16:2)	w	PRON	SUFFIX|PRON:3MP
(24:62:16:3)	hu	PRON	SUFFIX|PRON:3MS
(24:62:17:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(24:62:18:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:62:19:1)	yasota_#o*inu	V	STEM|POS:V|IMPF|(X)|LEM:{sota_#o*ana|ROOT:A*n|3MP
(24:62:19:2)	wna	PRON	SUFFIX|PRON:3MP
(24:62:19:3)	ka	PRON	SUFFIX|PRON:2MS
(24:62:20:1)	>uw@la`^}ika	DEM	STEM|POS:DEM|LEM:>uwla`^}ik|P
(24:62:21:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:62:22:1)	yu&ominu	V	STEM|POS:V|IMPF|(IV)|LEM:'aAmana|ROOT:Amn|3MP
(24:62:22:2)	wna	PRON	SUFFIX|PRON:3MP
(24:62:23:1)	bi	P	PREFIX|bi+
(24:62:23:2)	{ll~ahi	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN
(24:62:24:1)	wa	CONJ	PREFIX|w:CONJ+
(24:62:24:2)	rasuwli	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|GEN
(24:62:24:3)	hi.	PRON	SUFFIX|PRON:3MS
(24:62:25:1)	fa	REM	PREFIX|f:REM+
(24:62:25:2)	<i*aA	T	STEM|POS:T|LEM:<i*aA
(24:62:26:1)	{sota_#o*anu	V	STEM|POS:V|PERF|(X)|LEM:{sota_#o*ana|ROOT:A*n|3MP
(24:62:26:2)	w	PRON	SUFFIX|PRON:3MP
(24:62:26:3)	ka	PRON	SUFFIX|PRON:2MS
(24:62:27:1)	li	P	PREFIX|l:P+
(24:62:27:2)	baEoDi	N	STEM|POS:N|LEM:baEoD|ROOT:bED|M|GEN
(24:62:28:1)	$a>oni	N	STEM|POS:N|LEM:$a>on|ROOT:$An|M|GEN
(24:62:28:2)	himo	PRON	SUFFIX|PRON:3MP
(24:62:29:1)	fa	REM	PREFIX|f:REM+
(24:62:29:2)	>o*an	V	STEM|POS:V|IMPV|LEM:>a*ina|ROOT:A*n|2MS
(24:62:30:1)	l~i	P	PREFIX|l:P+
(24:62:30:2)	man	REL	STEM|POS:REL|LEM:man
(24:62:31:1)	$i}o	V	STEM|POS:V|PERF|LEM:$aA^'a|ROOT:$yA|2MS
(24:62:31:2)	ta	PRON	SUFFIX|PRON:2MS
(24:62:32:1)	mino	P	STEM|POS:P|LEM:min
(24:62:32:2)	humo	PRON	SUFFIX|PRON:3MP
(24:62:33:1)	wa	CONJ	PREFIX|w:CONJ+
(24:62:33:2)	{sotagofiro	V	STEM|POS:V|IMPV|(X)|LEM:{sotagofara|ROOT:gfr|2MS
(24:62:34:1)	la	P	PREFIX|l:P+
(24:62:34:2)	humu	PRON	STEM|POS:PRON|3MP
(24:62:35:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(24:62:36:1)	<in~a	ACC	STEM|POS:ACC|LEM:<in~|SP:<in~
(24:62:37:1)	{ll~aha	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|ACC
(24:62:38:1)	gafuwrN	ADJ	STEM|POS:ADJ|LEM:gafuwr|ROOT:gfr|MS|INDEF|NOM
(24:62:39:1)	r~aHiymN	ADJ	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|INDEF|NOM
(24:63:1:1)	l~aA	PRO	STEM|POS:PRO|LEM:laA
(24:63:2:1)	tajoEalu	V	STEM|POS:V|IMPF|LEM:jaEala|ROOT:jEl|2MP|MOOD:JUS
(24:63:2:2)	wA@	PRON	SUFFIX|PRON:2MP
(24:63:3:1)	duEaA^'a	N	STEM|POS:N|LEM:duEaA^'|ROOT:dEw|M|ACC
(24:63:4:1)	{l	DET	PREFIX|Al+
(24:63:4:2)	r~asuwli	N	STEM|POS:N|LEM:rasuwl|ROOT:rsl|M|GEN
(24:63:5:1)	bayona	LOC	STEM|POS:LOC|LEM:bayon|ROOT:byn|ACC
(24:63:5:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:63:6:1)	ka	P	PREFIX|ka+
(24:63:6:2)	duEaA^'i	N	STEM|POS:N|LEM:duEaA^'|ROOT:dEw|M|GEN
(24:63:7:1)	baEoDi	N	STEM|POS:N|LEM:baEoD|ROOT:bED|M|GEN
(24:63:7:2)	kum	PRON	SUFFIX|PRON:2MP
(24:63:8:1)	baEoDFA	N	STEM|POS:N|LEM:baEoD|ROOT:bED|M|INDEF|ACC
(24:63:9:1)	qado	CERT	STEM|POS:CERT|LEM:qad
(24:63:10:1)	yaEolamu	V	STEM|POS:V|IMPF|LEM:Ealima|ROOT:Elm|3MS
(24:63:11:1)	{ll~ahu	PN	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM
(24:63:12:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:63:13:1)	yatasal~alu	V	STEM|POS:V|IMPF|(V)|LEM:yatasal~alu|ROOT:sll|3MP
(24:63:13:2)	wna	PRON	SUFFIX|PRON:3MP
(24:63:14:1)	min	P	STEM|POS:P|LEM:min
(24:63:14:2)	kumo	PRON	SUFFIX|PRON:2MP
(24:63:15:1)	liwaA*FA	N	STEM|POS:N|LEM:liwaA*|ROOT:lw*|M|INDEF|ACC
(24:63:16:1)	fa	REM	PREFIX|f:REM+
(24:63:16:2)	lo	IMPV	PREFIX|l:IMPV+
(24:63:16:3)	yaHo*ari	V	STEM|POS:V|IMPF|LEM:yaHo*aru|ROOT:H*r|3MS|MOOD:JUS
(24:63:17:1)	{l~a*iyna	REL	STEM|POS:REL|LEM:{l~a*iY|MP
(24:63:18:1)	yuxaAlifu	V	STEM|POS:V|IMPF|(III)|LEM:yuxaAlifu|ROOT:xlf|3MP
(24:63:18:2)	wna	PRON	SUFFIX|PRON:3MP
(24:63:19:1)	Eano	P	STEM|POS:P|LEM:Ean
(24:63:20:1)	>amori	N	STEM|POS:N|LEM:>amor|ROOT:Amr|M|GEN
(24:63:20:2)	hi.^	PRON	SUFFIX|PRON:3MS
(24:63:21:1)	>an	SUB	STEM|POS:SUB|LEM:>an
(24:63:22:1)	tuSiyba	V	STEM|POS:V|IMPF|(IV)|LEM:>aSaAba|ROOT:Swb|3FS|MOOD:SUBJ
(24:63:22:2)	humo	PRON	SUFFIX|PRON:3MP
(24:63:23:1)	fitonapN	N	STEM|POS:N|LEM:fitonap|ROOT:ftn|F|INDEF|NOM
(24:63:24:1)	>awo	CONJ	STEM|POS:CONJ|LEM:>aw
(24:63:25:1)	yuSiyba	V	STEM|POS:V|IMPF|(IV)|LEM:>aSaAba|ROOT:Swb|3MS|MOOD:SUBJ
(24:63:25:2)	humo	PRON	SUFFIX|PRON:3MP
